City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
595,Angoche,MZ,72.61,overcast clouds,-16.2325,39.9086,Guest House HESADA
596,Chato,TZ,75.24,scattered clouds,-2.6378,31.7669,Kagudule Lodge
597,Wakkanai,JP,70.68,overcast clouds,45.4094,141.6739,Hyōsetsu-sō
598,Porto Novo,BJ,80.46,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
600,West Wendover,US,80.62,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
601,Ambon,ID,78.89,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
603,Puerto Del Rosario,ES,79.86,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
604,Sao Jose Da Coroa Grande,BR,77.16,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
607,Tampere,FI,70.16,clear sky,61.4991,23.7871,Holiday Club Tampere Spa
611,Lanzhou,CN,73.99,overcast clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
615,Kamaishi,JP,73.87,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
618,Prachuap Khiri Khan,TH,82.58,overcast clouds,12.2167,99.75,ผกากรองรีสอร์ท
619,San Policarpo,PH,78.08,overcast clouds,12.1791,125.5072,Agapita M. Nicart
622,Zhezkazgan,KZ,72.93,broken clouds,47.8043,67.7144,Hotel Zumrat
623,Mana,GF,79.95,overcast clouds,5.6592,-53.7767,LE SAMANA
625,Gat,IL,84.81,clear sky,31.61,34.7642,OlusHome
627,Isangel,VU,70.59,scattered clouds,-19.55,169.2667,Tanna Lodge
629,Parry Sound,CA,71.26,overcast clouds,45.3501,-80.033,Bayside Inn
634,Yacuiba,BO,73.94,clear sky,-22.038,-63.6797,Hotel Monumental
637,Nimaparha,IN,84.04,overcast clouds,20.0667,86.0167,Gopinatha sweet
638,North Platte,US,82.11,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
639,Harper,LR,78.37,overcast clouds,4.375,-7.7169,Screensaver
640,Grand Baie,MU,72.07,scattered clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
641,Morehead,US,79.79,clear sky,37.2711,-87.1764,CCI Express Inn
642,Lingao,CN,81.03,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
644,Safford,US,82.11,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
645,Iba,PH,76.69,moderate rain,15.3667,120.0333,Rancho Relaxo
647,Siderno,IT,79.34,few clouds,38.2779,16.302,Grand Hotel President
648,Tambopata,PE,83.95,few clouds,-12.7333,-69.1833,Enashawa Lodge
651,Keti Bandar,PK,82.49,overcast clouds,24.1447,67.4497,Haji laloo memon house
652,Port Keats,AU,70.3,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
653,Karpathos,GR,79.65,few clouds,35.507,27.2132,Alex
654,Aquin,HT,84.38,overcast clouds,18.2833,-73.4,Asheev Beach
660,Ikom,NG,78.8,moderate rain,5.9667,8.7063,Ebenezer Beim excellence hotel
661,Chhagalnaiya,BD,80.91,moderate rain,23.03,91.5069,West Chhagalnaiya
662,Merta,IN,77.92,light rain,26.65,74.0333,V Resorts Ganthiya
664,Farmington,US,77.77,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
665,Caravelas,BR,70.43,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
666,Forio,IT,82.81,overcast clouds,40.7342,13.8646,Hotel Terme Providence
668,Amberley,US,73.53,overcast clouds,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
669,Moshny,UA,80.65,scattered clouds,49.5147,31.7476,Кемпинг
671,Lasa,IT,76.69,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
